order_id,주문일,채널,sku,제품명,맛,수량,판매단가,판매금액,주문상태,배송지역,기획전,배송비
OWN-260514-008,2026-05-14,자사몰,SLM-SHK-35,슬림쉐이크 9종 35입,초코,2,89900,179800,배송완료,인천,,0
OWN-260514-009,2026-05-14,자사몰,PRO-PFT-12,프로틴 드링크 퍼펙트 12입,바나나,1,44900,44900,배송완료,광주,,0
OWN-260514-010,2026-05-14,자사몰,PRO-PFT-12,프로틴 드링크 퍼펙트 12입,오리지널,1,44900,44900,배송완료,부산,,0
OWN-260514-011,2026-05-14,자사몰,PRO-PFT-12,프로틴 드링크 퍼펙트 12입,초코,1,44900,44900,배송완료,대구,,0
OWN-260514-012,2026-05-14,자사몰,PRO-MAX-12,프로틴 드링크 맥스 12입,커피,1,39900,39900,배송완료,인천,,0
CPG-260515-001,2026-05-15,쿠팡,PRO-PFT-12,프로틴 드링크 퍼펙트 12입,바나나,1,45800,45800,배송완료,기타,,0
CPG-260515-002,2026-05-15,쿠팡,PRO-MAX-12,프로틴 드링크 맥스 12입,커피,1,40700,40700,배송완료,부산,,0
CPG-260515-002,2026-05-15,쿠팡,PRO-MNI-06,프로틴 드링크 미니 6입,바나나,1,10100,10100,배송완료,부산,,0
CPG-260515-003,2026-05-15,쿠팡,DRL-ACV-30,닥터랩노쉬 ACV 구미 30일,-,1,14200,14200,배송완료,경기,,0
CPG-260515-004,2026-05-15,쿠팡,PRO-PFT-12,프로틴 드링크 퍼펙트 12입,오리지널,1,45800,45800,배송완료,서울,,0
CPG-260515-005,2026-05-15,쿠팡,PRO-MAX-12,프로틴 드링크 맥스 12입,딸기,1,40700,40700,배송완료,부산,,0
CPG-260515-006,2026-05-15,쿠팡,PRO-MAX-12,프로틴 드링크 맥스 12입,바나나,1,40700,40700,배송완료,대구,,0
CPG-260515-007,2026-05-15,쿠팡,CRN-SHK-10,크런치 단백질 셰이크 10회분,-,1,35600,35600,배송완료,경기,,0
CPG-260515-008,2026-05-15,쿠팡,PRO-MAX-12,프로틴 드링크 맥스 12입,오리지널,1,40700,40700,배송완료,경기,,0
CPG-260515-009,2026-05-15,쿠팡,PRO-PFT-12,프로틴 드링크 퍼펙트 12입,바나나,2,45800,91600,배송완료,서울,,0
CPG-260515-009,2026-05-15,쿠팡,PRO-MAX-12,프로틴 드링크 맥스 12입,커피,1,40700,40700,배송완료,서울,,0
CPG-260515-010,2026-05-15,쿠팡,PRO-MAX-12,프로틴 드링크 맥스 12입,딸기,1,40700,40700,배송완료,광주,,0
CPG-260515-010,2026-05-15,쿠팡,SLM-SHK-35,슬림쉐이크 9종 35입,바나나,1,91700,91700,배송완료,광주,,0
CPG-260515-011,2026-05-15,쿠팡,PRO-PFT-12,프로틴 드링크 퍼펙트 12입,바나나,1,45800,45800,배송완료,대전,,0
CPG-260515-012,2026-05-15,쿠팡,PRO-MAX-12,프로틴 드링크 맥스 12입,오리지널,1,40700,40700,배송완료,경기,,0
CPG-260515-012,2026-05-15,쿠팡,SLM-SHK-35,슬림쉐이크 9종 35입,흑임자,1,91700,91700,배송완료,경기,,0
CPG-260515-013,2026-05-15,쿠팡,PRO-MNI-06,프로틴 드링크 미니 6입,딸기,1,10100,10100,결제완료,인천,,0
CPG-260515-014,2026-05-15,쿠팡,SLM-SHK-21,슬림쉐이크 9종 21입,초당옥수수,1,64200,64200,배송완료,대전,,0
CPG-260515-014,2026-05-15,쿠팡,PRO-PFT-12,프로틴 드링크 퍼펙트 12입,딸기,1,45800,45800,배송완료,대전,,0
MUS-260515-001,2026-05-15,무신사,PRO-PFT-12,프로틴 드링크 퍼펙트 12입,딸기,1,44900,44900,배송완료,서울,,3000
MUS-260515-002,2026-05-15,무신사,GRN-CRN-01,그래놀라 크런치,-,1,6900,6900,배송완료,인천,,3000
MUS-260515-002,2026-05-15,무신사,PRO-MAX-12,프로틴 드링크 맥스 12입,바나나,1,39900,39900,배송완료,인천,,0
MUS-260515-003,2026-05-15,무신사,PRO-MAX-12,프로틴 드링크 맥스 12입,바나나,1,39900,39900,배송완료,경기,,3000
NVR-260515-001,2026-05-15,네이버스토어,PRO-MNI-06,프로틴 드링크 미니 6입,오리지널,1,9900,9900,결제완료,대전,,3000
NVR-260515-002,2026-05-15,네이버스토어,CRN-SHK-10,크런치 단백질 셰이크 10회분,-,1,34900,34900,배송완료,경기,,0
NVR-260515-002,2026-05-15,네이버스토어,PRO-PFT-12,프로틴 드링크 퍼펙트 12입,딸기,1,44900,44900,배송완료,경기,,0
NVR-260515-003,2026-05-15,네이버스토어,PRO-MAX-12,프로틴 드링크 맥스 12입,바나나,1,39900,39900,배송완료,인천,,3000
NVR-260515-004,2026-05-15,네이버스토어,PRO-MAX-12,프로틴 드링크 맥스 12입,딸기,1,39900,39900,배송완료,광주,,0
NVR-260515-004,2026-05-15,네이버스토어,PRO-PFT-12,프로틴 드링크 퍼펙트 12입,딸기,1,44900,44900,배송완료,광주,,0
NVR-260515-004,2026-05-15,네이버스토어,SLM-SHK-35,슬림쉐이크 9종 35입,바나나,2,89900,179800,배송완료,광주,,0
NVR-260515-005,2026-05-15,네이버스토어,PRO-PFT-12,프로틴 드링크 퍼펙트 12입,딸기,1,44900,44900,교환,서울,,0
NVR-260515-006,2026-05-15,네이버스토어,DRL-ACV-30,닥터랩노쉬 ACV 구미 30일,-,2,13900,27800,배송완료,대구,,0
NVR-260515-006,2026-05-15,네이버스토어,PRO-MAX-12,프로틴 드링크 맥스 12입,바나나,1,39900,39900,배송완료,대구,,0
NVR-260515-007,2026-05-15,네이버스토어,PRO-MAX-12,프로틴 드링크 맥스 12입,커피,1,39900,39900,결제완료,부산,,3000
OWN-260515-001,2026-05-15,자사몰,PRO-PFT-12,프로틴 드링크 퍼펙트 12입,초코,1,44900,44900,배송완료,서울,,0
OWN-260515-001,2026-05-15,자사몰,GRN-CRN-01,그래놀라 크런치,-,2,6900,13800,배송완료,서울,,0
OWN-260515-002,2026-05-15,자사몰,PRO-MAX-12,프로틴 드링크 맥스 12입,딸기,1,39900,39900,배송완료,대구,,0
OWN-260515-003,2026-05-15,자사몰,PRO-MAX-12,프로틴 드링크 맥스 12입,초코,1,39900,39900,배송완료,부산,,0
OWN-260515-003,2026-05-15,자사몰,PRO-MNI-06,프로틴 드링크 미니 6입,커피,1,9900,9900,배송완료,부산,,0
OWN-260515-004,2026-05-15,자사몰,PRO-MAX-12,프로틴 드링크 맥스 12입,오리지널,1,39900,39900,교환,인천,,0
OWN-260515-005,2026-05-15,자사몰,SLM-SHK-21,슬림쉐이크 9종 21입,인절미,1,62900,62900,배송완료,경기,,0
OWN-260515-005,2026-05-15,자사몰,PRO-MAX-12,프로틴 드링크 맥스 12입,커피,1,39900,39900,배송완료,경기,,0
OWN-260515-006,2026-05-15,자사몰,PRO-MNI-06,프로틴 드링크 미니 6입,바나나,2,9900,19800,배송완료,인천,,0
OWN-260515-006,2026-05-15,자사몰,SLM-SHK-21,슬림쉐이크 9종 21입,바나나,1,62900,62900,배송완료,인천,,0
OWN-260515-006,2026-05-15,자사몰,PRO-MNI-06,프로틴 드링크 미니 6입,초코,2,9900,19800,배송완료,인천,,0
OWN-260515-007,2026-05-15,자사몰,GRN-CRN-01,그래놀라 크런치,-,2,6900,13800,배송완료,서울,,3000
OWN-260515-008,2026-05-15,자사몰,PRO-MAX-12,프로틴 드링크 맥스 12입,딸기,1,39900,39900,결제완료,대구,,0
OWN-260515-009,2026-05-15,자사몰,PRO-MNI-06,프로틴 드링크 미니 6입,딸기,1,9900,9900,배송완료,인천,,0
OWN-260515-009,2026-05-15,자사몰,SLM-SHK-35,슬림쉐이크 9종 35입,바나나,1,89900,89900,배송완료,인천,,0
OWN-260515-010,2026-05-15,자사몰,PRO-MAX-12,프로틴 드링크 맥스 12입,오리지널,2,39900,79800,배송완료,광주,,0
CPG-260516-001,2026-05-16,쿠팡,SLM-SHK-21,슬림쉐이크 9종 21입,단호박,1,64200,64200,배송완료,인천,,0
CPG-260516-001,2026-05-16,쿠팡,PRO-MAX-12,프로틴 드링크 맥스 12입,커피,1,40700,40700,배송완료,인천,,0
CPG-260516-001,2026-05-16,쿠팡,GRN-CRN-01,그래놀라 크런치,-,1,7000,7000,배송완료,인천,,0
CPG-260516-002,2026-05-16,쿠팡,SLM-SHK-35,슬림쉐이크 9종 35입,단호박,2,91700,183400,배송완료,인천,,0
CPG-260516-003,2026-05-16,쿠팡,PRO-MAX-12,프로틴 드링크 맥스 12입,오리지널,1,40700,40700,배송완료,인천,,0
CPG-260516-004,2026-05-16,쿠팡,SLM-SHK-21,슬림쉐이크 9종 21입,바나나,1,64200,64200,배송완료,경기,,0
CPG-260516-004,2026-05-16,쿠팡,PRO-PFT-12,프로틴 드링크 퍼펙트 12입,딸기,1,45800,45800,배송완료,경기,,0
CPG-260516-005,2026-05-16,쿠팡,SLM-SHK-21,슬림쉐이크 9종 21입,딸기,1,64200,64200,배송완료,서울,,0
CPG-260516-006,2026-05-16,쿠팡,SLM-SHK-35,슬림쉐이크 9종 35입,인절미,1,91700,91700,배송완료,대전,,0
CPG-260516-007,2026-05-16,쿠팡,DRL-ACV-30,닥터랩노쉬 ACV 구미 30일,-,1,14200,14200,교환,부산,,0
CPG-260516-007,2026-05-16,쿠팡,SLM-SHK-21,슬림쉐이크 9종 21입,흑임자,1,64200,64200,교환,부산,,0
CPG-260516-008,2026-05-16,쿠팡,SLM-SHK-35,슬림쉐이크 9종 35입,초당옥수수,1,91700,91700,환불,서울,,0
CPG-260516-009,2026-05-16,쿠팡,PRO-MAX-12,프로틴 드링크 맥스 12입,커피,1,40700,40700,배송완료,대전,,0
CPG-260516-009,2026-05-16,쿠팡,SLM-SHK-35,슬림쉐이크 9종 35입,단호박,2,91700,183400,배송완료,대전,,0
CPG-260516-009,2026-05-16,쿠팡,GRN-CRN-01,그래놀라 크런치,-,1,7000,7000,배송완료,대전,,0
CPG-260516-010,2026-05-16,쿠팡,PRO-PFT-12,프로틴 드링크 퍼펙트 12입,오리지널,1,45800,45800,교환,기타,,0
CPG-260516-011,2026-05-16,쿠팡,PRO-MAX-12,프로틴 드링크 맥스 12입,초코,1,40700,40700,배송완료,경기,,0
CPG-260516-012,2026-05-16,쿠팡,SLM-SHK-35,슬림쉐이크 9종 35입,얼그레이밀크티,2,91700,183400,배송완료,대전,,0
KLY-260516-001,2026-05-16,마켓컬리,PRO-MNI-06,프로틴 드링크 미니 6입,커피,2,10400,20800,결제완료,대구,,0
KLY-260516-001,2026-05-16,마켓컬리,PRO-MAX-12,프로틴 드링크 맥스 12입,커피,1,41900,41900,결제완료,대구,,0
KLY-260516-002,2026-05-16,마켓컬리,PRO-PFT-12,프로틴 드링크 퍼펙트 12입,딸기,1,47100,47100,배송완료,부산,,0
KLY-260516-003,2026-05-16,마켓컬리,PRO-PFT-12,프로틴 드링크 퍼펙트 12입,오리지널,1,47100,47100,배송완료,대전,,0
KLY-260516-003,2026-05-16,마켓컬리,PRO-PFT-12,프로틴 드링크 퍼펙트 12입,바나나,2,47100,94200,배송완료,대전,,0
KLY-260516-004,2026-05-16,마켓컬리,DRL-ACV-30,닥터랩노쉬 ACV 구미 30일,-,1,14600,14600,결제완료,부산,,0
MUS-260516-001,2026-05-16,무신사,PRO-MAX-12,프로틴 드링크 맥스 12입,바나나,1,39900,39900,결제완료,인천,,3000
MUS-260516-002,2026-05-16,무신사,CRN-SHK-10,크런치 단백질 셰이크 10회분,-,1,34900,34900,배송완료,경기,,0
MUS-260516-002,2026-05-16,무신사,PRO-PFT-12,프로틴 드링크 퍼펙트 12입,오리지널,1,44900,44900,배송완료,경기,,0
MUS-260516-002,2026-05-16,무신사,PRO-MAX-12,프로틴 드링크 맥스 12입,바나나,1,39900,39900,배송완료,경기,,0
NVR-260516-001,2026-05-16,네이버스토어,SLM-SHK-21,슬림쉐이크 9종 21입,단호박,1,62900,62900,배송완료,기타,,0
NVR-260516-002,2026-05-16,네이버스토어,PRO-PFT-12,프로틴 드링크 퍼펙트 12입,딸기,1,44900,44900,배송완료,광주,,0
NVR-260516-002,2026-05-16,네이버스토어,PRO-MNI-06,프로틴 드링크 미니 6입,바나나,1,9900,9900,배송완료,광주,,0
NVR-260516-002,2026-05-16,네이버스토어,GRN-CRN-01,그래놀라 크런치,-,1,6900,6900,배송완료,광주,,0
NVR-260516-003,2026-05-16,네이버스토어,PRO-PFT-12,프로틴 드링크 퍼펙트 12입,딸기,1,44900,44900,결제완료,기타,,0
NVR-260516-004,2026-05-16,네이버스토어,CRN-SHK-10,크런치 단백질 셰이크 10회분,-,1,34900,34900,배송완료,광주,,3000
NVR-260516-005,2026-05-16,네이버스토어,PRO-MAX-12,프로틴 드링크 맥스 12입,초코,1,39900,39900,배송완료,대전,,0
NVR-260516-005,2026-05-16,네이버스토어,PRO-MNI-06,프로틴 드링크 미니 6입,바나나,1,9900,9900,배송완료,대전,,0
NVR-260516-006,2026-05-16,네이버스토어,PRO-PFT-12,프로틴 드링크 퍼펙트 12입,오리지널,1,44900,44900,배송완료,부산,,0
NVR-260516-007,2026-05-16,네이버스토어,PRO-PFT-12,프로틴 드링크 퍼펙트 12입,오리지널,1,44900,44900,배송완료,인천,,0
OWN-260516-001,2026-05-16,자사몰,DRL-ACV-30,닥터랩노쉬 ACV 구미 30일,-,1,13900,13900,배송완료,대구,,3000
OWN-260516-002,2026-05-16,자사몰,PRO-PFT-12,프로틴 드링크 퍼펙트 12입,커피,1,44900,44900,배송완료,서울,,0
OWN-260516-003,2026-05-16,자사몰,PRO-PFT-12,프로틴 드링크 퍼펙트 12입,바나나,1,44900,44900,결제완료,부산,,0
OWN-260516-004,2026-05-16,자사몰,SLM-SHK-35,슬림쉐이크 9종 35입,흑임자,1,89900,89900,배송완료,대전,,0
OWN-260516-005,2026-05-16,자사몰,PRO-MAX-12,프로틴 드링크 맥스 12입,오리지널,1,39900,39900,배송완료,기타,,0
OWN-260516-006,2026-05-16,자사몰,PRO-MAX-12,프로틴 드링크 맥스 12입,커피,1,39900,39900,배송완료,경기,,0
OWN-260516-006,2026-05-16,자사몰,PRO-PFT-12,프로틴 드링크 퍼펙트 12입,바나나,1,44900,44900,배송완료,경기,,0
OWN-260516-007,2026-05-16,자사몰,PRO-PFT-12,프로틴 드링크 퍼펙트 12입,바나나,1,44900,44900,배송완료,인천,,0
OWN-260516-007,2026-05-16,자사몰,DRL-ACV-30,닥터랩노쉬 ACV 구미 30일,-,1,13900,13900,배송완료,인천,,0
OWN-260516-008,2026-05-16,자사몰,SLM-SHK-21,슬림쉐이크 9종 21입,초당옥수수,2,62900,125800,배송완료,인천,,0
OWN-260516-009,2026-05-16,자사몰,PRO-MAX-12,프로틴 드링크 맥스 12입,딸기,1,39900,39900,배송완료,광주,,0
OWN-260516-009,2026-05-16,자사몰,PRO-MAX-12,프로틴 드링크 맥스 12입,커피,1,39900,39900,배송완료,광주,,0
OWN-260516-009,2026-05-16,자사몰,PRO-MAX-12,프로틴 드링크 맥스 12입,초코,2,39900,79800,배송완료,광주,,0
OWN-260516-010,2026-05-16,자사몰,CRN-SHK-10,크런치 단백질 셰이크 10회분,-,2,34900,69800,배송완료,서울,,0
OWN-260516-010,2026-05-16,자사몰,SLM-SHK-35,슬림쉐이크 9종 35입,바나나,2,89900,179800,배송완료,서울,,0
OWN-260516-011,2026-05-16,자사몰,PRO-MAX-12,프로틴 드링크 맥스 12입,딸기,1,39900,39900,배송완료,광주,,0
OWN-260516-011,2026-05-16,자사몰,PRO-PFT-12,프로틴 드링크 퍼펙트 12입,딸기,1,44900,44900,배송완료,광주,,0
OWN-260516-012,2026-05-16,자사몰,PRO-PFT-12,프로틴 드링크 퍼펙트 12입,커피,2,44900,89800,배송완료,광주,,0
CPG-260517-001,2026-05-17,쿠팡,SLM-SHK-35,슬림쉐이크 9종 35입,인절미,1,79800,79800,배송완료,서울,슬림쉐이크 여름 다이어트전,0
CPG-260517-001,2026-05-17,쿠팡,SLM-SHK-21,슬림쉐이크 9종 21입,단호박,1,55900,55900,배송완료,서울,슬림쉐이크 여름 다이어트전,0
CPG-260517-002,2026-05-17,쿠팡,SLM-SHK-21,슬림쉐이크 9종 21입,인절미,1,55900,55900,배송완료,서울,슬림쉐이크 여름 다이어트전,0
CPG-260517-002,2026-05-17,쿠팡,SLM-SHK-21,슬림쉐이크 9종 21입,초당옥수수,1,55900,55900,배송완료,서울,슬림쉐이크 여름 다이어트전,0
CPG-260517-003,2026-05-17,쿠팡,SLM-SHK-35,슬림쉐이크 9종 35입,초코,1,79800,79800,배송완료,경기,슬림쉐이크 여름 다이어트전,0
CPG-260517-004,2026-05-17,쿠팡,SLM-SHK-21,슬림쉐이크 9종 21입,초당옥수수,2,55900,111800,배송완료,경기,슬림쉐이크 여름 다이어트전,0
CPG-260517-005,2026-05-17,쿠팡,SLM-SHK-35,슬림쉐이크 9종 35입,단호박,1,79800,79800,배송완료,대전,슬림쉐이크 여름 다이어트전,0
CPG-260517-006,2026-05-17,쿠팡,SLM-SHK-21,슬림쉐이크 9종 21입,얼그레이밀크티,2,55900,111800,배송완료,서울,슬림쉐이크 여름 다이어트전,0
CPG-260517-007,2026-05-17,쿠팡,PRO-MAX-12,프로틴 드링크 맥스 12입,바나나,1,40700,40700,배송완료,대전,,0
CPG-260517-007,2026-05-17,쿠팡,PRO-PFT-12,프로틴 드링크 퍼펙트 12입,바나나,1,45800,45800,배송완료,대전,,0
CPG-260517-008,2026-05-17,쿠팡,PRO-MNI-06,프로틴 드링크 미니 6입,커피,2,10100,20200,배송완료,광주,,0
CPG-260517-009,2026-05-17,쿠팡,SLM-SHK-35,슬림쉐이크 9종 35입,녹차,1,79800,79800,결제완료,인천,슬림쉐이크 여름 다이어트전,0
CPG-260517-010,2026-05-17,쿠팡,SLM-SHK-35,슬림쉐이크 9종 35입,초코,1,79800,79800,배송완료,기타,슬림쉐이크 여름 다이어트전,0
CPG-260517-011,2026-05-17,쿠팡,SLM-SHK-35,슬림쉐이크 9종 35입,딸기,1,79800,79800,배송완료,대구,슬림쉐이크 여름 다이어트전,0
CPG-260517-011,2026-05-17,쿠팡,SLM-SHK-35,슬림쉐이크 9종 35입,인절미,1,79800,79800,배송완료,대구,슬림쉐이크 여름 다이어트전,0
CPG-260517-011,2026-05-17,쿠팡,SLM-SHK-21,슬림쉐이크 9종 21입,녹차,1,55900,55900,배송완료,대구,슬림쉐이크 여름 다이어트전,0
CPG-260517-012,2026-05-17,쿠팡,SLM-SHK-21,슬림쉐이크 9종 21입,인절미,1,55900,55900,배송완료,부산,슬림쉐이크 여름 다이어트전,0
CPG-260517-013,2026-05-17,쿠팡,SLM-SHK-21,슬림쉐이크 9종 21입,초당옥수수,2,55900,111800,결제완료,서울,슬림쉐이크 여름 다이어트전,0
CPG-260517-014,2026-05-17,쿠팡,SLM-SHK-21,슬림쉐이크 9종 21입,딸기,1,55900,55900,배송완료,대구,슬림쉐이크 여름 다이어트전,0
CPG-260517-014,2026-05-17,쿠팡,CRN-SHK-10,크런치 단백질 셰이크 10회분,-,1,35600,35600,배송완료,대구,,0
CPG-260517-015,2026-05-17,쿠팡,SLM-SHK-35,슬림쉐이크 9종 35입,딸기,1,79800,79800,배송완료,대구,슬림쉐이크 여름 다이어트전,0
CPG-260517-016,2026-05-17,쿠팡,SLM-SHK-21,슬림쉐이크 9종 21입,초코,1,55900,55900,배송완료,인천,슬림쉐이크 여름 다이어트전,0
CPG-260517-016,2026-05-17,쿠팡,SLM-SHK-21,슬림쉐이크 9종 21입,딸기,1,55900,55900,배송완료,인천,슬림쉐이크 여름 다이어트전,0
CPG-260517-017,2026-05-17,쿠팡,SLM-SHK-21,슬림쉐이크 9종 21입,초코,1,55900,55900,배송완료,경기,슬림쉐이크 여름 다이어트전,0
CPG-260517-017,2026-05-17,쿠팡,SLM-SHK-35,슬림쉐이크 9종 35입,흑임자,1,79800,79800,배송완료,경기,슬림쉐이크 여름 다이어트전,0
CPG-260517-018,2026-05-17,쿠팡,SLM-SHK-35,슬림쉐이크 9종 35입,흑임자,1,79800,79800,환불,대구,슬림쉐이크 여름 다이어트전,0
CPG-260517-019,2026-05-17,쿠팡,PRO-PFT-12,프로틴 드링크 퍼펙트 12입,딸기,1,45800,45800,배송완료,대구,,0
KLY-260517-001,2026-05-17,마켓컬리,SLM-SHK-35,슬림쉐이크 9종 35입,초당옥수수,1,82100,82100,배송완료,인천,슬림쉐이크 여름 다이어트전,0
KLY-260517-002,2026-05-17,마켓컬리,SLM-SHK-21,슬림쉐이크 9종 21입,초코,1,57400,57400,배송완료,대구,슬림쉐이크 여름 다이어트전,0
KLY-260517-003,2026-05-17,마켓컬리,SLM-SHK-35,슬림쉐이크 9종 35입,인절미,1,82100,82100,결제완료,대전,슬림쉐이크 여름 다이어트전,0
KLY-260517-003,2026-05-17,마켓컬리,SLM-SHK-21,슬림쉐이크 9종 21입,바나나,1,57400,57400,결제완료,대전,슬림쉐이크 여름 다이어트전,0
KLY-260517-003,2026-05-17,마켓컬리,SLM-SHK-21,슬림쉐이크 9종 21입,초당옥수수,2,57400,114800,결제완료,대전,슬림쉐이크 여름 다이어트전,0
KLY-260517-004,2026-05-17,마켓컬리,SLM-SHK-21,슬림쉐이크 9종 21입,딸기,1,57400,57400,배송완료,기타,슬림쉐이크 여름 다이어트전,0
KLY-260517-005,2026-05-17,마켓컬리,SLM-SHK-35,슬림쉐이크 9종 35입,얼그레이밀크티,1,82100,82100,배송완료,기타,슬림쉐이크 여름 다이어트전,0
KLY-260517-006,2026-05-17,마켓컬리,SLM-SHK-21,슬림쉐이크 9종 21입,초당옥수수,1,57400,57400,배송완료,기타,슬림쉐이크 여름 다이어트전,0
KLY-260517-007,2026-05-17,마켓컬리,SLM-SHK-35,슬림쉐이크 9종 35입,딸기,1,82100,82100,배송완료,기타,슬림쉐이크 여름 다이어트전,0
MUS-260517-001,2026-05-17,무신사,SLM-SHK-35,슬림쉐이크 9종 35입,초코,1,78200,78200,배송완료,경기,슬림쉐이크 여름 다이어트전,0
MUS-260517-002,2026-05-17,무신사,SLM-SHK-35,슬림쉐이크 9종 35입,바나나,1,78200,78200,배송완료,인천,슬림쉐이크 여름 다이어트전,0
NVR-260517-001,2026-05-17,네이버스토어,SLM-SHK-35,슬림쉐이크 9종 35입,초당옥수수,1,78200,78200,배송완료,대구,슬림쉐이크 여름 다이어트전,0
NVR-260517-002,2026-05-17,네이버스토어,SLM-SHK-35,슬림쉐이크 9종 35입,흑임자,1,78200,78200,배송완료,광주,슬림쉐이크 여름 다이어트전,0
NVR-260517-003,2026-05-17,네이버스토어,PRO-MNI-06,프로틴 드링크 미니 6입,딸기,1,9900,9900,배송완료,서울,,3000
NVR-260517-004,2026-05-17,네이버스토어,SLM-SHK-35,슬림쉐이크 9종 35입,단호박,1,78200,78200,배송완료,대구,슬림쉐이크 여름 다이어트전,0
NVR-260517-005,2026-05-17,네이버스토어,SLM-SHK-35,슬림쉐이크 9종 35입,초당옥수수,2,78200,156400,배송완료,광주,슬림쉐이크 여름 다이어트전,0
NVR-260517-006,2026-05-17,네이버스토어,SLM-SHK-21,슬림쉐이크 9종 21입,바나나,1,54700,54700,배송완료,경기,슬림쉐이크 여름 다이어트전,0
NVR-260517-006,2026-05-17,네이버스토어,SLM-SHK-35,슬림쉐이크 9종 35입,녹차,1,78200,78200,배송완료,경기,슬림쉐이크 여름 다이어트전,0
NVR-260517-006,2026-05-17,네이버스토어,SLM-SHK-35,슬림쉐이크 9종 35입,흑임자,1,78200,78200,배송완료,경기,슬림쉐이크 여름 다이어트전,0
NVR-260517-007,2026-05-17,네이버스토어,SLM-SHK-21,슬림쉐이크 9종 21입,흑임자,1,54700,54700,결제완료,경기,슬림쉐이크 여름 다이어트전,0
NVR-260517-008,2026-05-17,네이버스토어,SLM-SHK-35,슬림쉐이크 9종 35입,바나나,1,78200,78200,교환,기타,슬림쉐이크 여름 다이어트전,0
NVR-260517-009,2026-05-17,네이버스토어,PRO-PFT-12,프로틴 드링크 퍼펙트 12입,초코,1,44900,44900,배송완료,인천,,0
NVR-260517-010,2026-05-17,네이버스토어,SLM-SHK-21,슬림쉐이크 9종 21입,초당옥수수,1,54700,54700,배송완료,부산,슬림쉐이크 여름 다이어트전,0
NVR-260517-010,2026-05-17,네이버스토어,SLM-SHK-35,슬림쉐이크 9종 35입,얼그레이밀크티,1,78200,78200,배송완료,부산,슬림쉐이크 여름 다이어트전,0
NVR-260517-011,2026-05-17,네이버스토어,PRO-MAX-12,프로틴 드링크 맥스 12입,커피,1,39900,39900,배송완료,대구,,3000
NVR-260517-012,2026-05-17,네이버스토어,SLM-SHK-21,슬림쉐이크 9종 21입,인절미,1,54700,54700,배송완료,대전,슬림쉐이크 여름 다이어트전,0
NVR-260517-012,2026-05-17,네이버스토어,SLM-SHK-35,슬림쉐이크 9종 35입,흑임자,1,78200,78200,배송완료,대전,슬림쉐이크 여름 다이어트전,0
NVR-260517-012,2026-05-17,네이버스토어,SLM-SHK-35,슬림쉐이크 9종 35입,바나나,1,78200,78200,배송완료,대전,슬림쉐이크 여름 다이어트전,0
NVR-260517-013,2026-05-17,네이버스토어,SLM-SHK-21,슬림쉐이크 9종 21입,녹차,1,54700,54700,배송완료,서울,슬림쉐이크 여름 다이어트전,0
NVR-260517-013,2026-05-17,네이버스토어,SLM-SHK-35,슬림쉐이크 9종 35입,초코,1,78200,78200,배송완료,서울,슬림쉐이크 여름 다이어트전,0
NVR-260517-014,2026-05-17,네이버스토어,SLM-SHK-21,슬림쉐이크 9종 21입,딸기,1,54700,54700,배송완료,광주,슬림쉐이크 여름 다이어트전,0
NVR-260517-015,2026-05-17,네이버스토어,SLM-SHK-35,슬림쉐이크 9종 35입,인절미,1,78200,78200,배송완료,경기,슬림쉐이크 여름 다이어트전,0
NVR-260517-016,2026-05-17,네이버스토어,SLM-SHK-21,슬림쉐이크 9종 21입,딸기,2,54700,109400,배송완료,부산,슬림쉐이크 여름 다이어트전,0
NVR-260517-017,2026-05-17,네이버스토어,SLM-SHK-35,슬림쉐이크 9종 35입,단호박,1,78200,78200,배송완료,광주,슬림쉐이크 여름 다이어트전,0
NVR-260517-018,2026-05-17,네이버스토어,SLM-SHK-21,슬림쉐이크 9종 21입,바나나,1,54700,54700,배송완료,부산,슬림쉐이크 여름 다이어트전,0
NVR-260517-019,2026-05-17,네이버스토어,SLM-SHK-21,슬림쉐이크 9종 21입,딸기,1,54700,54700,배송완료,서울,슬림쉐이크 여름 다이어트전,0
NVR-260517-020,2026-05-17,네이버스토어,SLM-SHK-21,슬림쉐이크 9종 21입,얼그레이밀크티,1,54700,54700,배송완료,대전,슬림쉐이크 여름 다이어트전,0
NVR-260517-020,2026-05-17,네이버스토어,SLM-SHK-35,슬림쉐이크 9종 35입,얼그레이밀크티,1,78200,78200,배송완료,대전,슬림쉐이크 여름 다이어트전,0
NVR-260517-021,2026-05-17,네이버스토어,SLM-SHK-21,슬림쉐이크 9종 21입,인절미,1,54700,54700,배송완료,인천,슬림쉐이크 여름 다이어트전,0
NVR-260517-022,2026-05-17,네이버스토어,SLM-SHK-35,슬림쉐이크 9종 35입,녹차,1,78200,78200,배송완료,경기,슬림쉐이크 여름 다이어트전,0
NVR-260517-023,2026-05-17,네이버스토어,SLM-SHK-35,슬림쉐이크 9종 35입,흑임자,1,78200,78200,배송완료,부산,슬림쉐이크 여름 다이어트전,0
NVR-260517-024,2026-05-17,네이버스토어,SLM-SHK-21,슬림쉐이크 9종 21입,인절미,1,54700,54700,배송완료,대전,슬림쉐이크 여름 다이어트전,0
NVR-260517-024,2026-05-17,네이버스토어,SLM-SHK-21,슬림쉐이크 9종 21입,얼그레이밀크티,1,54700,54700,배송완료,대전,슬림쉐이크 여름 다이어트전,0
